sent_rating,processed_text_stem_NoStopwords,data
positivo,funcionando travando demora respond respond,2021-06-09 00:00:00
positivo,qualidad produto captação microfon deixa desejar echo continua sendo perfeita,2021-02-03 00:00:00
positivo,excelent produto atend expectativa,2021-07-04 00:00:00
positivo,mídia carregada amando qualidad som perfeita super recomendo apena,2022-03-17 00:00:00
positivo,adoramo acordar manhã seleção música preferida,2021-02-27 00:00:00
negativo,reconhec pedimo modo sono funciona qualidad som melhor cumpr promet excelent custo vale pena,2021-02-08 00:00:00
positivo,mídia carregada gostei praticament consegui achar localização queria app resto ótimo,2021-04-19 00:00:00
positivo,verdad explorei esperava produto praticidad,2021-01-05 00:00:00
positivo,fácil configurar cheia funçõ qualidad som deixa desejar estilo musicai volum,2021-04-13 00:00:00
positivo,chegou rápido super satisfeita atend expectativa deixa ambient aconchegant,2021-07-25 00:00:00
positivo,apesar preço elevado brasil vale pena compra visto produto útil completo,2021-02-22 00:00:00
positivo,ótimo produto compro present excelent som,2022-03-02 00:00:00
positivo,echo dot mesmo requisito versão anterior nota 10 comprar medo,2021-06-05 00:00:00
positivo,ferramenta prática útil,2022-03-05 00:00:00
positivo,desejar geração,2021-04-19 00:00:00
positivo,ótimo produto demora escutar comando voz echo 3 ° geração captação melhor som voz ótimo produto,2021-03-09 00:00:00
positivo,super feliz echo valeu pena fiz integração diverso produto,2021-03-30 00:00:00
positivo,mídia carregada amei produto maravilhoso parabén,2021-06-24 00:00:00
positivo,produto cumpr prometido entrega som qualidad captura voz estando outro cômodo entregu 4 dia prazo rápido parabén,2020-11-30 00:00:00
positivo,mídia carregada amei ambient útil lista compra compromisso agenda pesquisa animar dia,2021-01-16 00:00:00
positivo,alexa vida uso ler livro ouvir musica piada divirto,2021-01-15 00:00:00
positivo,reconhecimento voz fácil configurar tamanho ambient poderia son grave,2021-01-12 00:00:00
positivo,produto excelent qualidad som limpo reconhec voz ambient tranquilament gostei dm valeu pena,2020-12-27 00:00:00
positivo,mídia carregada gostei principalment simplicidad acesso sinto dificuldad sincronização dispositivo,2021-03-26 00:00:00
positivo,entend pedindo som mono programar pra brincar interagir resposta rápida seca,2021-06-20 00:00:00
positivo,chegou super rápido aprendendo configurar utilizar nela super satisfeita compra To amando alexa,2021-06-25 00:00:00
positivo,reconhecimento voz funciona qualidad som comparar som inferior jbl flip 3 vale pena,2021-02-17 00:00:00
positivo,alexa top instalei dispositivo iluminação controla perfeitament divertida adorei compra compania,2021-03-06 00:00:00
positivo,surpreendeu positivament único problema microfon falha incomoda,2021-02-05 00:00:00
positivo,mídia carregada gostei trocar comprar alexa studio caro,2022-01-26 00:00:00
positivo,adorei produto realment surpreendeu!est satisfeito falo propriedad melhor compra 2021,2021-06-20 00:00:00
positivo,produto ótimo única pena mandaram font mesma cor produto resto funciona,2021-04-03 00:00:00
positivo,espaço trabalho colocar ambiant utilizado vale pena investimento,2021-04-26 00:00:00
positivo,melhor q assistent googl interativa divertida perca dinheiro comprando concorrent,2021-01-03 00:00:00
positivo,fiquei impressionado alcanc microfon grave facilidad alexa entend super recomendo,2021-07-18 00:00:00
positivo,produto atendeu expectativa amamo alexia inteligent kkk,2021-01-09 00:00:00
positivo,entrega rápida produto atend expectativa qualidad som excelent reconhecimento voz gostei,2022-01-27 00:00:00
positivo,erra muita pedimo,2021-12-23 00:00:00
positivo,amando alguém conversar,2021-11-05 00:00:00
positivo,excelent produto super expectativa,2021-06-25 00:00:00
positivo,começa conversar alexa parar prático,2021-05-22 00:00:00
positivo,excelentebonita som maravilhosoentrega rapida,2021-04-20 00:00:00
positivo,legal conexão celular atend chamada alexa conexão modelo produto,2021-01-08 00:00:00
positivo,completament apaixonada alexa ️,2021-06-29 00:00:00
positivo,vou 5 estrela suja fácil indico comprar branca,2021-05-28 00:00:00
positivo,ajuda muita tarefa dia dia,2021-02-12 00:00:00
positivo,mídia carregada super expectativa,2020-12-24 00:00:00
positivo,produto cumpr esperado som alto grave bon motivo óbvio super recomendo,2021-08-10 00:00:00
negativo,sentido funcionar tomada deveria bateria mantivess hora funcionando,2021-04-20 00:00:00
positivo,gostei reconhec voz gostei som tb lembret alarm conexão vinculada cpm lâmpada inteligent perfeita,2021-03-24 00:00:00
positivo,satisfeito qualidad echo 4º geração ja 3º senti melhora reconhecimento fala,2021-07-01 00:00:00
positivo,feliz alexa,2021-10-22 00:00:00
positivo,ótima qualidad som escuta atend comando perfeitament produto,2021-04-08 00:00:00
positivo,comprem passo echo show,2020-12-22 00:00:00
positivo,ferramenta fantastica deveria adquirido único defeito ferramenta si skill,2020-12-17 00:00:00
positivo,super feliz alexa super útil timer despertador música temperatura lista compra etc show,2021-03-06 00:00:00
negativo,base notícia informaçõ font inconfiávei fiz péssima compra aspecto,2021-03-09 00:00:00
positivo,produto veio prazo funcion vale pena investimento recomendo,2021-07-20 00:00:00
positivo,adoro produto amazon excelência entrega resultado incrívei produto,2021-05-20 00:00:00
negativo,vejo echo dot relembrar compromisso q coisa + coisinha n acho útil,2021-04-18 00:00:00
positivo,som fácil uso,2021-04-15 00:00:00
positivo,mídia carregada gostaria opçõ informaçõ alexa satisfeita,2021-07-03 00:00:00
positivo,prática mobilidad elevada qualidad sonora rápida resposta conexõ solicitaçõ atendeu total expectativa,2022-01-20 00:00:00
positivo,recebi hoje ja tinha geração produto ótimo,2021-03-20 00:00:00
negativo,gostei amazon lida client produto simpl vale preço,2021-02-21 00:00:00
positivo,gostei promoção 3 gráti amazon músic ofertado recebi recebi e-mail recebi aplicativo,2021-08-26 00:00:00
positivo,recomendo inovador,2021-06-12 00:00:00
positivo,simplesment apaixonada alexa arrependo comprado comprei control infravermelho uso control ar condicionado TV,2021-01-21 00:00:00
positivo,sensor voz inferior versão 3 repetir falar tom voz alto qualidad som,2021-05-21 00:00:00
negativo,gostei echo dot vontad própria adora surda geração melhor,2021-04-10 00:00:00
positivo,interativo propósito conectar mundo rádio país,2022-02-28 00:00:00
positivo,chegou 4 dia útei super rápido satisfeito qualidad echo dot 4ª geração amazon,2020-12-03 00:00:00
positivo,produto inovador maravilhoso adoro alexa,2020-12-21 00:00:00
negativo,funciona pra propõ,2021-03-12 00:00:00
positivo,gostei vamo aparecem promoçõ echo studio,2021-01-20 00:00:00
positivo,ótima aquisição passo rumo automação residenci alexa torna facilment integrant familiar,2021-07-10 00:00:00
positivo,ótimo som escuta travou sort amazon deveria liberar funçõ pra tbm,2021-10-24 00:00:00
positivo,compra valeu super pena som confortável alto viu consequentement porta abertura amazon satisfeito,2021-04-10 00:00:00
positivo,senti usá-la precisar cabo tomada pensei tivess bateria compacta ótimo volum,2021-12-23 00:00:00
positivo,gostei trava reconhec voz preciso desligar destravar aconteceu pouco,2021-01-17 00:00:00
positivo,fala padrõ sentido piada alexa adaptar padrõ fala dela,2021-06-09 00:00:00
positivo,coloquei modo sono qualidad produto ótima reclamar super satisfeita,2021-12-08 00:00:00
positivo,ajuda som funçõ despertar música time conversa vc imita personagen conta piada top,2021-02-18 00:00:00
positivo,comprei echo dot preta veio cabo carregador branco ficou feio ligeirament insatisfeito acabado,2021-03-30 00:00:00
positivo,aparelho estamo aprendendo mexer reconhecimento falha top estamo curtindo alexa,2021-01-28 00:00:00
positivo,produto som espetacular materi resistent pouco vamo conhecendo inúmero recurso produto,2021-10-28 00:00:00
positivo,adquiri echo dot fire stick produto automatizar casa realment feliz aquisição,2020-12-01 00:00:00
positivo,som dela incrível microfon ótimo cômodo perfeita serv uso projetada,2021-06-20 00:00:00
positivo,mídia carregada achei excelent utilizar consegu ajudar dia dia. ️,2021-05-22 00:00:00
positivo,interessant princípio útil pena consegui parear TV LG,2021-04-18 00:00:00
positivo,comparação geração surda escuta pior possui som limpo reprodução,2021-04-03 00:00:00
positivo,produto acabamento premium!captação áudio excelente!fácil configuração nota 10 produto,2021-03-09 00:00:00
positivo,produto perfeito sugestão música poderia incluir amazon music unlimit incluso adquiriss produto,2021-12-19 00:00:00
positivo,usando há 3 dia avaliação reconhecimento voz qualidad som bon parabén,2022-01-14 00:00:00
positivo,alexa preta bonita fácil manter limpa evitem qquer cor mim,2022-02-21 00:00:00
positivo,vale pena comprar alexa client gostar tecnologia casa internet pra ótimo resultado,2021-09-10 00:00:00
positivo,adorei estamo usando casal,2021-12-01 00:00:00
positivo,produto qualidad som incrível reconhecimento voz entrega rápida cuidadosa,2021-06-30 00:00:00
positivo,oferec muita legal ótima experiência,2021-07-18 00:00:00
negativo,consegui controlar smart tv LG,2020-12-30 00:00:00
positivo,promet outr portuguê content produto,2021-07-13 00:00:00
positivo,Tô amando gostei útil dia-a-dia,2021-05-13 00:00:00
positivo,olha bateria interna falta.outra conectar rede wifi varia rede cadastrada memoria,2021-04-23 00:00:00
positivo,Ja tinha echo dot 3 geração comprei continua sendo reconhecimento voz perfeito qualidad som otima,2021-06-03 00:00:00
positivo,utilizando sala atendeu expectativa configurei lâmpada tarefa tv funcionando uso som sincronizo,2021-05-06 00:00:00
positivo,faxina parar passar música escolh playlist celular,2021-07-16 00:00:00
positivo,legal volum super alto chegou 6 dia cidad nota 10,2021-05-07 00:00:00
positivo,conheço versõ anterior echo dot comprei supriu perfeitament expectativa,2021-02-21 00:00:00
positivo,belo produto q desempenha excel papel elogio,2021-10-11 00:00:00
positivo,pedido chegou rápido embalado fiz test echo dot 4º geração bacana,2021-03-18 00:00:00
positivo,som variedad informaçõ música precisar assinatura confund solicitaçõ,2020-11-21 00:00:00
positivo,incrível apaixonada echo dot chega viciant cômodo casa,2021-02-23 00:00:00
positivo,otimo produto porem poderiam vir skin principalment som poderia alto tornaria produto perfeito,2021-02-15 00:00:00
positivo,ótimo facilitar tarefa divertido interagir família casa inteligent ficar melhor,2021-04-07 00:00:00
negativo,volum celular reconhecimento voz fiqu gritando alexa alexa alexa casa,2021-09-04 00:00:00
positivo,atendeu perfeitament expectativa som qualidad reconhecimento perfeito automação inovador simpl,2021-12-25 00:00:00
positivo,gosto produto excelent acho escuta dia chamar vária,2021-06-04 00:00:00
positivo,produto esperado gostei função conectar bluetooth outro som jogar som caixinha pra home theater,2021-01-30 00:00:00
positivo,pequeno som maravilhoso,2022-01-21 00:00:00
positivo,interag riqueza alternativa,2021-07-16 00:00:00
positivo,qualidad som reconhecimento voz idem precisar levantar pra ouvir música frio,2021-07-04 00:00:00
positivo,qui alexa condiçõ finalment consegui comprar achando incrível,2022-03-21 00:00:00
positivo,mídia carregada produto chegou semana som qualidad elogio,2021-11-26 00:00:00
positivo,iniciando mundo alexia achei aparelho desempenho altura qualidad som surpreend,2020-12-21 00:00:00
positivo,som volum alto tamanho aparelho fica lindo decoração extremament util automação casa,2021-06-23 00:00:00
positivo,produto interessant gent manter relacionamento ganhar conhecimento agendar tarefa dentr,2022-01-13 00:00:00
positivo,aparelho sensacion promoção amazon day enganosa hoje 22/06 exatament paguei 01/21,2021-06-22 00:00:00
positivo,excelent reconhecimento voz qualidad som praticidad ouvir última notícia música principalment acesso site jw.org,2021-06-11 00:00:00
positivo,reconhecimento voz tá distância razoável som qualidad,2020-12-04 00:00:00
positivo,tô amando alexa facilita dia dia,2021-12-01 00:00:00
positivo,atend expectativa precisava funcionar fio tomada,2022-01-02 00:00:00
positivo,modo conversação contínua fichar chamando igual papagaio executar vária funçõ,2021-07-17 00:00:00
positivo,adorei esperava recomendo caixa som automação casa,2021-05-19 00:00:00
positivo,mudou rotina casa filha q fala ama internet tá funcionando perfeita,2021-06-01 00:00:00
positivo,mídia carregada produto excelent som limpo,2021-05-29 00:00:00
positivo,adorando alexa excelent qualidad som reconhecimento voz comando super rápido,2020-12-04 00:00:00
positivo,chegou prazo enviado perfeita condiçõ nenhum dano produto embalagem,2021-02-08 00:00:00
positivo,gostei cabo branco escura resto funciona,2022-02-18 00:00:00
positivo,excelent qualidad conseguimo ficar alexa,2021-07-18 00:00:00
positivo,capita tiver muitoooo n escutar escuta suuuperrr qualidad som perfeita,2022-01-09 00:00:00
positivo,mídia carregada pergunta respond atend necessidad,2022-02-22 00:00:00
positivo,diversa funçõ útei dia dia,2021-06-20 00:00:00
positivo,vale pena echo dot 3º uso 2 speaker fire tv,2021-06-16 00:00:00
positivo,qualidad som excelent funçõ boa ótima captação microfon,2021-04-08 00:00:00
positivo,mídia carregada produto fácil recomendo,2022-02-18 00:00:00
positivo,ótima construção som razoável tamanho produto legal,2021-06-27 00:00:00
positivo,alexa respond aoa comando temo resposta rápido otima aquisição vale super pena recomendo,2021-11-08 00:00:00
